q_type,attribute,category,question,polarity,gt,choice_1,choice_2,choice_3,choice_4
MC,Stiffness,amplifier,Which object is the most stiff?,pos,amplifier,amplifier,clementine,blackberry,plant
MC,Stiffness,ax,Which object is the most stiff?,pos,ax,beanie,blackberry,ax,cookie
MC,Stiffness,barbell,Which object is the most stiff?,pos,barbell,barbell,pepper,lemon,bagel
MC,Stiffness,baseball_bat,Which object is the most stiff?,pos,baseball_bat,egg,ring,ballet_skirt,baseball_bat
MC,Stiffness,basketball,Which object is the most stiff?,pos,basketball,bouquet,plant,cookie,basketball
MC,Stiffness,bath_mat,Which object is the most stiff?,pos,bath_mat,garlic,raspberry,bath_mat,cigarette
MC,Stiffness,bell,Which object is the most stiff?,pos,bell,cookie,hamburger,bell,cornbread
MC,Stiffness,block,Which object is the most stiff?,pos,block,block,banana,green_bean,peach
MC,Stiffness,boot,Which object is the most stiff?,pos,boot,cookie,sushi,boot,chocolate_mousse
MC,Stiffness,bow,Which object is the most stiff?,pos,bow,bow,ice_cream,carnation,waffle
MC,Stiffness,breechcloth,Which object is the most stiff?,pos,breechcloth,lemon,breechcloth,cornmeal,green_onion
MC,Stiffness,bucket,Which object is the most stiff?,pos,bucket,bucket,matchbox,waffle,laxative
MC,Stiffness,bunk_bed,Which object is the most stiff?,pos,bunk_bed,business_card,cereal,bunk_bed,blackberry
MC,Stiffness,cabinet,Which object is the most stiff?,pos,cabinet,matchbox,meatball,pizza,cabinet
MC,Stiffness,cart,Which object is the most stiff?,pos,cart,pizza,hamburger,cart,green_bean
MC,Stiffness,checkerboard,Which object is the most stiff?,pos,checkerboard,tomato,ring,checkerboard,candy
MC,Stiffness,chip,Which object is the most stiff?,pos,chip,wind_chime,whipped_cream,smoothie,chip
MC,Stiffness,chopping_board,Which object is the most stiff?,pos,chopping_board,candy_bar,pepper,waffle,chopping_board
MC,Stiffness,cleaning_implement,Which object is the most stiff?,pos,cleaning_implement,bouquet,hamburger,wine_bottle,cleaning_implement
MC,Stiffness,cleat,Which object is the most stiff?,pos,cleat,beanie,oil_lamp,blackberry,cleat
MC,Stiffness,clothes_hamper,Which object is the most stiff?,pos,clothes_hamper,clothes_hamper,meatball,cupcake,raspberry
MC,Stiffness,coatrack,Which object is the most stiff?,pos,coatrack,plant,garlic,lemon,coatrack
MC,Stiffness,coin,Which object is the most stiff?,pos,coin,bagel,coin,bouquet,wind_chime
MC,Stiffness,combination_lock,Which object is the most stiff?,pos,combination_lock,lampshade,combination_lock,business_card,banner
MC,Stiffness,sawhorse,Which object is the most stiff?,pos,sawhorse,green_onion,sawhorse,cereal,cigarette
MC,Stiffness,scarf,Which object is the most stiff?,pos,scarf,blueberry,scarf,pizza,chocolate_mousse
MC,Stiffness,scissors,Which object is the most stiff?,pos,scissors,birthday_cake,cereal,scissors,cupcake
MC,Stiffness,scraper,Which object is the most stiff?,pos,scraper,grape,quesadilla,scraper,pudding
MC,Stiffness,screwdriver,Which object is the most stiff?,pos,screwdriver,spectacles,wind_chime,screwdriver,gelatin
MC,Stiffness,shawl,Which object is the most stiff?,pos,shawl,chocolate_mousse,shawl,quesadilla,matchbox
MC,Stiffness,shears,Which object is the most stiff?,pos,shears,shears,ballet_skirt,plant,nutcracker
MC,Stiffness,shelf,Which object is the most stiff?,pos,shelf,sushi,quesadilla,shelf,oil_lamp
MC,Stiffness,shoe,Which object is the most stiff?,pos,shoe,green_bean,bouquet,shoe,matchbox
MC,Stiffness,short_pants,Which object is the most stiff?,pos,short_pants,banner,lasagna,short_pants,kiwi
MC,Stiffness,shovel,Which object is the most stiff?,pos,shovel,chocolate_mousse,pickle,waffle,shovel
MC,Stiffness,shower_curtain,Which object is the most stiff?,pos,shower_curtain,matchbox,baseball_cap,cigarette,shower_curtain
MC,Stiffness,shredder,Which object is the most stiff?,pos,shredder,pickle,meatball,shredder,chocolate_mousse
MC,Stiffness,skewer,Which object is the most stiff?,pos,skewer,plant,quesadilla,egg,skewer
MC,Stiffness,skirt,Which object is the most stiff?,pos,skirt,skirt,cracker,strawberry,quiche
MC,Stiffness,speaker,Which object is the most stiff?,pos,speaker,tomato,whipped_cream,speaker,lampshade
MC,Stiffness,spear,Which object is the most stiff?,pos,spear,cookie,gelatin,spear,wine_bottle
MC,Stiffness,sportswear,Which object is the most stiff?,pos,sportswear,sportswear,bubble_gum,ice_cream,tomato
MC,Stiffness,steering_wheel,Which object is the most stiff?,pos,steering_wheel,chocolate_cake,steering_wheel,tomato,persimmon
MC,Stiffness,step_ladder,Which object is the most stiff?,pos,step_ladder,cookie,crouton,peach,step_ladder
MC,Stiffness,step_stool,Which object is the most stiff?,pos,step_stool,quiche,step_stool,pickle,matchbox
MC,Stiffness,stool,Which object is the most stiff?,pos,stool,stool,lampshade,snack_food,sunflower
MC,Stiffness,subwoofer,Which object is the most stiff?,pos,subwoofer,cereal,subwoofer,cookie,spectacles
MC,Stiffness,sweat_pants,Which object is the most stiff?,pos,sweat_pants,quiche,sweat_pants,sunflower,persimmon
MC,Stiffness,sweater,Which object is the most stiff?,pos,sweater,hamburger,crescent_roll,chocolate_cake,sweater
MC,Stiffness,teakettle,Which object is the most stiff?,pos,teakettle,teakettle,waffle,beanie,wine_bottle
MC,Stiffness,tennis_ball,Which object is the most stiff?,pos,tennis_ball,flower_arrangement,tennis_ball,cigarette,grape
MC,Stiffness,toaster,Which object is the most stiff?,pos,toaster,chocolate_cake,kite,quiche,toaster
MC,Stiffness,toaster_oven,Which object is the most stiff?,pos,toaster_oven,clementine,meatball,toaster_oven,bowler_hat
MC,Stiffness,toilet,Which object is the most stiff?,pos,toilet,toilet,bouquet,egg,omelet
MC,Stiffness,tool,Which object is the most stiff?,pos,tool,tool,pancake,laxative,cracker
MC,Stiffness,toolbox,Which object is the most stiff?,pos,toolbox,bread,toolbox,pepper,chocolate_mousse
MC,Stiffness,waffle_iron,Which object is the most stiff?,pos,waffle_iron,waffle_iron,eclair,meatball,spectacles
MC,Stiffness,washer,Which object is the most stiff?,pos,washer,pinwheel,cornmeal,clementine,washer
MC,Stiffness,water_faucet,Which object is the most stiff?,pos,water_faucet,crouton,cornmeal,pastry,water_faucet
MC,Stiffness,wet_suit,Which object is the most stiff?,pos,wet_suit,bouquet,meatball,wet_suit,cigarette
MC,Stiffness,wine_bucket,Which object is the most stiff?,pos,wine_bucket,bread,wine_bucket,snack_food,candy
MC,Stiffness,wrench,Which object is the most stiff?,pos,wrench,chocolate_cake,wrench,smoothie,cornmeal
MC,Stiffness,corkscrew,Which object is the most stiff?,pos,corkscrew,corkscrew,beanie,bandanna,cracker
MC,Stiffness,crate,Which object is the most stiff?,pos,crate,pie,crate,laxative,lasagna
MC,Stiffness,crib,Which object is the most stiff?,pos,crib,bread,peach,egg,crib
MC,Stiffness,crowbar,Which object is the most stiff?,pos,crowbar,bubble_gum,crowbar,bouquet,pizza
MC,Stiffness,crutch,Which object is the most stiff?,pos,crutch,raspberry,pie,bowler_hat,crutch
MC,Stiffness,cube,Which object is the most stiff?,pos,cube,cube,wind_chime,matchbox,burrito
MC,Stiffness,cylinder,Which object is the most stiff?,pos,cylinder,bubble_gum,cupcake,cornbread,cylinder
MC,Stiffness,cymbal,Which object is the most stiff?,pos,cymbal,wineglass,cymbal,sunflower,kiwi
MC,Stiffness,dish,Which object is the most stiff?,pos,dish,pizza,bowler_hat,bandanna,dish
MC,Stiffness,dishwasher,Which object is the most stiff?,pos,dishwasher,wineglass,baseball_cap,dishwasher,egg_roll
MC,Stiffness,drawer,Which object is the most stiff?,pos,drawer,bubble_gum,drawer,beanie,meatball
MC,Stiffness,drawers,Which object is the most stiff?,pos,drawers,blueberry,drawers,nutcracker,peach
MC,Stiffness,drill,Which object is the most stiff?,pos,drill,lemon,sunflower,candy,drill
MC,Stiffness,dumbbell,Which object is the most stiff?,pos,dumbbell,grape,pastry,lampshade,dumbbell
MC,Stiffness,faucet,Which object is the most stiff?,pos,faucet,kite,beanie,candy,faucet
MC,Stiffness,file,Which object is the most stiff?,pos,file,file,raspberry,pancake,ice_cream
MC,Stiffness,fire_alarm,Which object is the most stiff?,pos,fire_alarm,raspberry,fire_alarm,blueberry,brownie
MC,Stiffness,fire_extinguisher,Which object is the most stiff?,pos,fire_extinguisher,fire_extinguisher,snack_food,plant,banana
MC,Stiffness,floor_cover,Which object is the most stiff?,pos,floor_cover,floor_cover,carnation,whipped_cream,matchbox
MC,Stiffness,food_processor,Which object is the most stiff?,pos,food_processor,candy_bar,lemon,food_processor,plant
MC,Stiffness,football_helmet,Which object is the most stiff?,pos,football_helmet,chocolate_mousse,green_onion,football_helmet,burrito
MC,Stiffness,frying_pan,Which object is the most stiff?,pos,frying_pan,frying_pan,sunflower,flower_arrangement,eclair
MC,Stiffness,hammer,Which object is the most stiff?,pos,hammer,cigarette,hammer,sushi,clementine
MC,Stiffness,handcuff,Which object is the most stiff?,pos,handcuff,wineglass,carnation,crescent_roll,handcuff
MC,Stiffness,heater,Which object is the most stiff?,pos,heater,heater,garlic,chocolate_mousse,banana
MC,Stiffness,helmet,Which object is the most stiff?,pos,helmet,egg_roll,meatball,blackberry,helmet
MC,Stiffness,hinge,Which object is the most stiff?,pos,hinge,garlic,pinwheel,hinge,carnation
MC,Stiffness,hosiery,Which object is the most stiff?,pos,hosiery,flower_arrangement,hosiery,ice_cream,candy
MC,Stiffness,hot_plate,Which object is the most stiff?,pos,hot_plate,quesadilla,whipped_cream,hot_plate,kite
MC,Stiffness,keg,Which object is the most stiff?,pos,keg,grape,plant,pepper,keg
MC,Stiffness,kitchen_appliance,Which object is the most stiff?,pos,kitchen_appliance,crescent_roll,kitchen_appliance,bagel,lasagna
MC,Stiffness,kitchenware,Which object is the most stiff?,pos,kitchenware,waffle,laxative,kitchenware,nutcracker
MC,Stiffness,knee_pad,Which object is the most stiff?,pos,knee_pad,knee_pad,candy,cigarette,egg_yolk
MC,Stiffness,knob,Which object is the most stiff?,pos,knob,quesadilla,knob,lampshade,cigarette
MC,Stiffness,lab_coat,Which object is the most stiff?,pos,lab_coat,bouquet,quiche,lab_coat,bagel
MC,Stiffness,latch,Which object is the most stiff?,pos,latch,latch,business_card,wind_chime,waffle
MC,Stiffness,lawn_mower,Which object is the most stiff?,pos,lawn_mower,brownie,lawn_mower,sunflower,ice_cream
MC,Stiffness,leather,Which object is the most stiff?,pos,leather,leather,lasagna,candy,gelatin
MC,Stiffness,lego,Which object is the most stiff?,pos,lego,laxative,lego,carnation,egg_roll
MC,Stiffness,life_buoy,Which object is the most stiff?,pos,life_buoy,life_buoy,tomato,egg,sunflower
MC,Stiffness,life_jacket,Which object is the most stiff?,pos,life_jacket,sunflower,life_jacket,lasagna,lampshade
MC,Stiffness,liquor,Which object is the most stiff?,pos,liquor,cookie,cornbread,liquor,wineglass
MC,Stiffness,magazine,Which object is the most stiff?,pos,magazine,blueberry,magazine,pastry,snack_food
MC,Stiffness,mailbox,Which object is the most stiff?,pos,mailbox,mailbox,green_onion,green_bean,clementine
MC,Stiffness,mallet,Which object is the most stiff?,pos,mallet,wineglass,clementine,blueberry,mallet
MC,Stiffness,music_stool,Which object is the most stiff?,pos,music_stool,music_stool,bread,bubble_gum,pie
MC,Stiffness,padlock,Which object is the most stiff?,pos,padlock,cereal,ice_cream,padlock,pastry
MC,Stiffness,palette,Which object is the most stiff?,pos,palette,cupcake,garlic,clementine,palette
MC,Stiffness,paperweight,Which object is the most stiff?,pos,paperweight,ballet_skirt,bubble_gum,birthday_cake,paperweight
MC,Stiffness,pillow,Which object is the most stiff?,pos,pillow,egg_roll,pillow,plant,candy
MC,Stiffness,pipe,Which object is the most stiff?,pos,pipe,pipe,burrito,green_bean,wine_bottle
MC,Stiffness,pistol,Which object is the most stiff?,pos,pistol,gelatin,pie,pistol,egg_roll
MC,Stiffness,pitchfork,Which object is the most stiff?,pos,pitchfork,pinwheel,pitchfork,kiwi,envelope
MC,Stiffness,poker,Which object is the most stiff?,pos,poker,grape,poker,candy_bar,egg_yolk
MC,Stiffness,recliner,Which object is the most stiff?,pos,recliner,recliner,ring,raspberry,pancake
MC,Stiffness,rifle,Which object is the most stiff?,pos,rifle,rifle,plant,garlic,beanie
MC,Stiffness,rug,Which object is the most stiff?,pos,rug,green_onion,spectacles,cigarette,rug
MC,Stiffness,amplifier,Which object is the most stiff?,pos,amplifier,amplifier,baseball_cap,brownie,candy_bar
MC,Stiffness,ax,Which object is the most stiff?,pos,ax,gelatin,cornbread,pancake,ax
MC,Stiffness,barbell,Which object is the most stiff?,pos,barbell,barbell,pizza,gelatin,strawberry
MC,Stiffness,baseball_bat,Which object is the most stiff?,pos,baseball_bat,baseball_bat,green_bean,bandanna,ballet_skirt
MC,Stiffness,basketball,Which object is the most stiff?,pos,basketball,laxative,basketball,carnation,candy_bar
MC,Stiffness,bath_mat,Which object is the most stiff?,pos,bath_mat,raspberry,bath_mat,wind_chime,green_bean
MC,Stiffness,bell,Which object is the most stiff?,pos,bell,tomato,gelatin,meatball,bell
MC,Stiffness,block,Which object is the most stiff?,pos,block,egg_yolk,meatball,egg,block
MC,Stiffness,boot,Which object is the most stiff?,pos,boot,boot,bandanna,ballet_skirt,pepper
MC,Stiffness,bow,Which object is the most stiff?,pos,bow,candy,crouton,bow,bandanna
MC,Stiffness,breechcloth,Which object is the most stiff?,pos,breechcloth,ice_cream,hamburger,crescent_roll,breechcloth
MC,Stiffness,bucket,Which object is the most stiff?,pos,bucket,pickle,tomato,bucket,cereal
MC,Stiffness,bunk_bed,Which object is the most stiff?,pos,bunk_bed,baseball_cap,bunk_bed,cornmeal,sunflower
MC,Stiffness,cabinet,Which object is the most stiff?,pos,cabinet,cabinet,lemon,chocolate_mousse,flower_arrangement
MC,Stiffness,cart,Which object is the most stiff?,pos,cart,egg_roll,birthday_cake,wind_chime,cart
MC,Stiffness,checkerboard,Which object is the most stiff?,pos,checkerboard,pastry,oil_lamp,checkerboard,ballet_skirt
MC,Stiffness,chip,Which object is the most stiff?,pos,chip,chip,snack_food,pudding,bowler_hat
MC,Stiffness,chopping_board,Which object is the most stiff?,pos,chopping_board,cereal,lampshade,candy,chopping_board
MC,Stiffness,cleaning_implement,Which object is the most stiff?,pos,cleaning_implement,cleaning_implement,waffle,business_card,burrito
MC,Stiffness,cleat,Which object is the most stiff?,pos,cleat,cleat,raspberry,blackberry,pizza
MC,Stiffness,clothes_hamper,Which object is the most stiff?,pos,clothes_hamper,clothes_hamper,envelope,strawberry,chocolate_mousse
MC,Stiffness,coatrack,Which object is the most stiff?,pos,coatrack,persimmon,bubble_gum,pudding,coatrack
MC,Stiffness,coin,Which object is the most stiff?,pos,coin,burrito,cornmeal,coin,green_onion
MC,Stiffness,combination_lock,Which object is the most stiff?,pos,combination_lock,lemon,candy,cereal,combination_lock
MC,Stiffness,sawhorse,Which object is the most stiff?,pos,sawhorse,clementine,bread,sawhorse,pudding
MC,Stiffness,scarf,Which object is the most stiff?,pos,scarf,scarf,carnation,nutcracker,kite
MC,Stiffness,scissors,Which object is the most stiff?,pos,scissors,raspberry,bouquet,pinwheel,scissors
MC,Stiffness,scraper,Which object is the most stiff?,pos,scraper,bubble_gum,scraper,bandanna,cracker
MC,Stiffness,screwdriver,Which object is the most stiff?,pos,screwdriver,cigarette,screwdriver,quiche,wind_chime
MC,Stiffness,shawl,Which object is the most stiff?,pos,shawl,bagel,shawl,raspberry,cracker
MC,Stiffness,shears,Which object is the most stiff?,pos,shears,sunflower,wind_chime,hamburger,shears
MC,Stiffness,shelf,Which object is the most stiff?,pos,shelf,banana,banner,snack_food,shelf
MC,Stiffness,shoe,Which object is the most stiff?,pos,shoe,business_card,spectacles,shoe,lampshade
MC,Stiffness,short_pants,Which object is the most stiff?,pos,short_pants,blueberry,short_pants,wineglass,egg_yolk
MC,Stiffness,shovel,Which object is the most stiff?,pos,shovel,matchbox,nutcracker,shovel,crouton
MC,Stiffness,shower_curtain,Which object is the most stiff?,pos,shower_curtain,banana,kiwi,shower_curtain,cornbread
MC,Stiffness,shredder,Which object is the most stiff?,pos,shredder,cupcake,eclair,omelet,shredder
MC,Stiffness,skewer,Which object is the most stiff?,pos,skewer,ballet_skirt,skewer,oil_lamp,strawberry
MC,Stiffness,skirt,Which object is the most stiff?,pos,skirt,skirt,bouquet,green_onion,ballet_skirt
MC,Stiffness,speaker,Which object is the most stiff?,pos,speaker,speaker,egg,bouquet,persimmon
MC,Stiffness,spear,Which object is the most stiff?,pos,spear,smoothie,spear,blackberry,garlic
MC,Stiffness,sportswear,Which object is the most stiff?,pos,sportswear,bagel,sportswear,eclair,green_onion
MC,Stiffness,steering_wheel,Which object is the most stiff?,pos,steering_wheel,cornbread,plant,egg_yolk,steering_wheel
MC,Stiffness,step_ladder,Which object is the most stiff?,pos,step_ladder,beanie,omelet,cake,step_ladder
MC,Stiffness,step_stool,Which object is the most stiff?,pos,step_stool,bouquet,step_stool,tomato,chocolate_mousse
MC,Stiffness,stool,Which object is the most stiff?,pos,stool,stool,baseball_cap,egg_yolk,bouquet
MC,Stiffness,subwoofer,Which object is the most stiff?,pos,subwoofer,raspberry,eclair,cigarette,subwoofer
MC,Stiffness,sweat_pants,Which object is the most stiff?,pos,sweat_pants,green_onion,sweat_pants,egg_roll,meatball
MC,Stiffness,sweater,Which object is the most stiff?,pos,sweater,banner,whipped_cream,sweater,egg_yolk
MC,Stiffness,teakettle,Which object is the most stiff?,pos,teakettle,teakettle,persimmon,flower_arrangement,tomato
MC,Stiffness,tennis_ball,Which object is the most stiff?,pos,tennis_ball,blueberry,tennis_ball,chocolate_mousse,chocolate_cake
MC,Stiffness,toaster,Which object is the most stiff?,pos,toaster,toaster,chocolate_mousse,pizza,omelet
MC,Stiffness,toaster_oven,Which object is the most stiff?,pos,toaster_oven,green_onion,quiche,ice_cream,toaster_oven
MC,Stiffness,toilet,Which object is the most stiff?,pos,toilet,bowler_hat,candy_bar,crescent_roll,toilet
MC,Stiffness,tool,Which object is the most stiff?,pos,tool,cake,tool,wind_chime,cornbread
MC,Stiffness,toolbox,Which object is the most stiff?,pos,toolbox,plant,beanie,toolbox,nutcracker
MC,Stiffness,waffle_iron,Which object is the most stiff?,pos,waffle_iron,egg,waffle_iron,lasagna,wineglass
MC,Stiffness,washer,Which object is the most stiff?,pos,washer,pancake,garlic,washer,wineglass
MC,Stiffness,water_faucet,Which object is the most stiff?,pos,water_faucet,matchbox,plant,water_faucet,meatball
MC,Stiffness,wet_suit,Which object is the most stiff?,pos,wet_suit,oil_lamp,wet_suit,whipped_cream,banner
MC,Stiffness,wine_bucket,Which object is the most stiff?,pos,wine_bucket,beanie,wine_bucket,egg,quiche
MC,Stiffness,wrench,Which object is the most stiff?,pos,wrench,bubble_gum,wrench,crescent_roll,candy
MC,Stiffness,corkscrew,Which object is the most stiff?,pos,corkscrew,whipped_cream,lemon,corkscrew,cookie
MC,Stiffness,crate,Which object is the most stiff?,pos,crate,crate,pickle,bagel,raspberry
MC,Stiffness,crib,Which object is the most stiff?,pos,crib,wind_chime,crib,carnation,bubble_gum
MC,Stiffness,crowbar,Which object is the most stiff?,pos,crowbar,laxative,quesadilla,waffle,crowbar
MC,Stiffness,crutch,Which object is the most stiff?,pos,crutch,crutch,garlic,lasagna,envelope
MC,Stiffness,cube,Which object is the most stiff?,pos,cube,cube,ice_cream,cake,pizza
MC,Stiffness,cylinder,Which object is the most stiff?,pos,cylinder,cylinder,flower_arrangement,smoothie,candy_bar
MC,Stiffness,cymbal,Which object is the most stiff?,pos,cymbal,pudding,cymbal,lasagna,pinwheel
MC,Stiffness,dish,Which object is the most stiff?,pos,dish,cigarette,sushi,blackberry,dish
MC,Stiffness,dishwasher,Which object is the most stiff?,pos,dishwasher,dishwasher,raspberry,quiche,banana
MC,Stiffness,drawer,Which object is the most stiff?,pos,drawer,quiche,drawer,wind_chime,green_onion
MC,Stiffness,drawers,Which object is the most stiff?,pos,drawers,drawers,omelet,gelatin,lampshade
MC,Stiffness,drill,Which object is the most stiff?,pos,drill,drill,eclair,cornmeal,ice_cream
MC,Stiffness,dumbbell,Which object is the most stiff?,pos,dumbbell,bouquet,dumbbell,waffle,garlic
MC,Stiffness,faucet,Which object is the most stiff?,pos,faucet,bouquet,faucet,blackberry,banner
MC,Stiffness,file,Which object is the most stiff?,pos,file,green_bean,oil_lamp,file,lasagna
MC,Stiffness,fire_alarm,Which object is the most stiff?,pos,fire_alarm,brownie,fire_alarm,kiwi,cookie
MC,Stiffness,fire_extinguisher,Which object is the most stiff?,pos,fire_extinguisher,flower_arrangement,nutcracker,pudding,fire_extinguisher
MC,Stiffness,floor_cover,Which object is the most stiff?,pos,floor_cover,wine_bottle,floor_cover,hamburger,lemon
MC,Stiffness,food_processor,Which object is the most stiff?,pos,food_processor,pastry,banner,ice_cream,food_processor
MC,Stiffness,football_helmet,Which object is the most stiff?,pos,football_helmet,tomato,football_helmet,kiwi,plant
MC,Stiffness,frying_pan,Which object is the most stiff?,pos,frying_pan,pancake,frying_pan,ballet_skirt,sushi
MC,Stiffness,hammer,Which object is the most stiff?,pos,hammer,crouton,business_card,hammer,chocolate_cake
MC,Stiffness,handcuff,Which object is the most stiff?,pos,handcuff,lasagna,egg_roll,strawberry,handcuff
MC,Stiffness,heater,Which object is the most stiff?,pos,heater,cereal,crouton,tomato,heater
MC,Stiffness,helmet,Which object is the most stiff?,pos,helmet,plant,helmet,nutcracker,eclair
MC,Stiffness,hinge,Which object is the most stiff?,pos,hinge,cake,cornbread,hinge,pizza
MC,Stiffness,hosiery,Which object is the most stiff?,pos,hosiery,hosiery,lasagna,cornmeal,banana
MC,Stiffness,hot_plate,Which object is the most stiff?,pos,hot_plate,snack_food,laxative,hot_plate,waffle
MC,Stiffness,keg,Which object is the most stiff?,pos,keg,crouton,flower_arrangement,keg,raspberry
MC,Stiffness,kitchen_appliance,Which object is the most stiff?,pos,kitchen_appliance,pinwheel,kitchen_appliance,burrito,grape
MC,Stiffness,kitchenware,Which object is the most stiff?,pos,kitchenware,bagel,flower_arrangement,cigarette,kitchenware
MC,Stiffness,knee_pad,Which object is the most stiff?,pos,knee_pad,knee_pad,matchbox,carnation,garlic
MC,Stiffness,knob,Which object is the most stiff?,pos,knob,clementine,matchbox,knob,plant
MC,Stiffness,lab_coat,Which object is the most stiff?,pos,lab_coat,kite,banner,lab_coat,bubble_gum
MC,Stiffness,latch,Which object is the most stiff?,pos,latch,cereal,latch,pepper,egg_roll
MC,Stiffness,lawn_mower,Which object is the most stiff?,pos,lawn_mower,lawn_mower,cake,candy_bar,egg_yolk
MC,Stiffness,leather,Which object is the most stiff?,pos,leather,cracker,leather,ring,garlic
MC,Stiffness,lego,Which object is the most stiff?,pos,lego,kite,lego,chocolate_mousse,crouton
MC,Stiffness,life_buoy,Which object is the most stiff?,pos,life_buoy,life_buoy,lampshade,kite,lasagna
MC,Stiffness,life_jacket,Which object is the most stiff?,pos,life_jacket,candy,life_jacket,beanie,raspberry
MC,Stiffness,liquor,Which object is the most stiff?,pos,liquor,green_onion,liquor,plant,cereal
MC,Stiffness,magazine,Which object is the most stiff?,pos,magazine,cereal,pizza,magazine,birthday_cake
MC,Stiffness,mailbox,Which object is the most stiff?,pos,mailbox,garlic,egg_roll,mailbox,spectacles
MC,Stiffness,mallet,Which object is the most stiff?,pos,mallet,nutcracker,mallet,pepper,crouton
MC,Stiffness,music_stool,Which object is the most stiff?,pos,music_stool,music_stool,lasagna,peach,bowler_hat
MC,Stiffness,padlock,Which object is the most stiff?,pos,padlock,pancake,hamburger,cookie,padlock
MC,Stiffness,palette,Which object is the most stiff?,pos,palette,sunflower,tomato,palette,cornmeal
MC,Stiffness,paperweight,Which object is the most stiff?,pos,paperweight,clementine,wineglass,paperweight,lemon
MC,Stiffness,pillow,Which object is the most stiff?,pos,pillow,chocolate_mousse,oil_lamp,peach,pillow
MC,Stiffness,pipe,Which object is the most stiff?,pos,pipe,laxative,pipe,hamburger,cereal
MC,Stiffness,pistol,Which object is the most stiff?,pos,pistol,pizza,ice_cream,pistol,wind_chime
MC,Stiffness,pitchfork,Which object is the most stiff?,pos,pitchfork,green_bean,bowler_hat,pitchfork,grape
MC,Stiffness,poker,Which object is the most stiff?,pos,poker,pancake,bubble_gum,egg_roll,poker
MC,Stiffness,recliner,Which object is the most stiff?,pos,recliner,cornmeal,bouquet,pinwheel,recliner
MC,Stiffness,rifle,Which object is the most stiff?,pos,rifle,cigarette,rifle,bandanna,sunflower
MC,Stiffness,rug,Which object is the most stiff?,pos,rug,snack_food,rug,green_bean,bread
MC,Stiffness,amplifier,Which object is the most stiff?,pos,amplifier,amplifier,oil_lamp,lemon,chocolate_cake
MC,Stiffness,ax,Which object is the most stiff?,pos,ax,ax,cornmeal,wine_bottle,bouquet
MC,Stiffness,barbell,Which object is the most stiff?,pos,barbell,chocolate_mousse,barbell,meatball,ring
MC,Stiffness,baseball_bat,Which object is the most stiff?,pos,baseball_bat,baseball_bat,cookie,quiche,waffle
MC,Stiffness,basketball,Which object is the most stiff?,pos,basketball,raspberry,omelet,basketball,wineglass
MC,Stiffness,bath_mat,Which object is the most stiff?,pos,bath_mat,bath_mat,quiche,envelope,egg_roll
MC,Stiffness,bell,Which object is the most stiff?,pos,bell,eclair,bell,cereal,candy
MC,Stiffness,block,Which object is the most stiff?,pos,block,wineglass,block,crouton,burrito
MC,Stiffness,boot,Which object is the most stiff?,pos,boot,beanie,ballet_skirt,egg_roll,boot
MC,Stiffness,bow,Which object is the most stiff?,pos,bow,pickle,bow,waffle,smoothie
MC,Stiffness,breechcloth,Which object is the most stiff?,pos,breechcloth,breechcloth,bubble_gum,kiwi,pastry
MC,Stiffness,bucket,Which object is the most stiff?,pos,bucket,laxative,birthday_cake,bucket,wind_chime
MC,Stiffness,bunk_bed,Which object is the most stiff?,pos,bunk_bed,bunk_bed,garlic,hamburger,clementine
MC,Stiffness,cabinet,Which object is the most stiff?,pos,cabinet,blueberry,cabinet,green_bean,bouquet
MC,Stiffness,cart,Which object is the most stiff?,pos,cart,cracker,business_card,cart,persimmon
MC,Stiffness,checkerboard,Which object is the most stiff?,pos,checkerboard,bowler_hat,chocolate_mousse,checkerboard,pepper
MC,Stiffness,chip,Which object is the most stiff?,pos,chip,chip,burrito,gelatin,flower_arrangement
MC,Stiffness,chopping_board,Which object is the most stiff?,pos,chopping_board,bread,cracker,chopping_board,strawberry
MC,Stiffness,cleaning_implement,Which object is the most stiff?,pos,cleaning_implement,wine_bottle,ice_cream,cornmeal,cleaning_implement
MC,Stiffness,cleat,Which object is the most stiff?,pos,cleat,pancake,pepper,green_onion,cleat
MC,Stiffness,clothes_hamper,Which object is the most stiff?,pos,clothes_hamper,clothes_hamper,ice_cream,bread,cereal
MC,Stiffness,coatrack,Which object is the most stiff?,pos,coatrack,ice_cream,sushi,persimmon,coatrack
MC,Stiffness,coin,Which object is the most stiff?,pos,coin,coin,snack_food,bagel,candy_bar
MC,Stiffness,combination_lock,Which object is the most stiff?,pos,combination_lock,combination_lock,spectacles,pinwheel,sushi
MC,Stiffness,sawhorse,Which object is the most stiff?,pos,sawhorse,blueberry,blackberry,sawhorse,omelet
MC,Stiffness,scarf,Which object is the most stiff?,pos,scarf,cereal,bandanna,scarf,pepper
MC,Stiffness,scissors,Which object is the most stiff?,pos,scissors,scissors,strawberry,bouquet,laxative
MC,Stiffness,scraper,Which object is the most stiff?,pos,scraper,scraper,meatball,pie,pastry
MC,Stiffness,screwdriver,Which object is the most stiff?,pos,screwdriver,lampshade,screwdriver,ice_cream,candy_bar
MC,Stiffness,shawl,Which object is the most stiff?,pos,shawl,green_onion,shawl,pepper,clementine
MC,Stiffness,shears,Which object is the most stiff?,pos,shears,green_bean,sushi,pickle,shears
